ExamDescription,GroupName
FLINIVGIM,XR INJECTION IV GI MOTILITY
GPINIVGIM,XR INJECTION IV GI MOTILITY
GPPESIJHB,XR PELVIS AND SI JOINTS AND HIPS BIL
GPPESIJHL,XR PELVIS AND SI JOINTS AND HIPS LT
GPPESIJHR,XR PELVIS AND SI JOINTS AND HIPS RT
GPCLR,XR Clavicle RT
GPCLRO,XR Clavicle RT
GPELB,XR Elbow BILAT
GPELL,XR Elbow LT
GPELLPR,XR Elbow LT
GPELR,XR Elbow RT
GPELRPR,XR Elbow RT
GPACJL,XR Acromioclavicular Joint LT
GPACJLO,XR Acromioclavicular Joint LT
GPACJLOW,XR Acromioclavicular Joint LT
GPACJLW,XR Acromioclavicular Joint LT
GPACJO,XR Acromioclavicular Joint LT
GPUPEBAV,XR Extremity Upper BILAT
GPUPELAV,XR Extremity Upper LT
GPUPELSV,XR Extremity Upper LT
GPUPERAV,XR Extremity Upper RT
GPUPERSV,XR Extremity Upper RT
GPFAB,XR Facial Bones
GPFEB,XR Femur BILAT
GPFEL,XR Femur LT
GPFELPR,XR Femur LT
GPFER,XR Femur RT
GPFERPR,XR Femur RT
GPFINL,XR FINGER LT
GPFINR,XR FINGER RT
GPACJR,XR Acromioclavicular Joint RT
GPACJRO,XR Acromioclavicular Joint RT
GPACJROW,XR Acromioclavicular Joint RT
GPACJRW,XR Acromioclavicular Joint RT
GPACJW,XR Acromioclavicular Joint RT
GPFOB,XR Foot BILAT
GPFOL,XR Foot LT
GPFOLPR,XR Foot LT
GPFOLS,XR Foot LT
GPFOR,XR Foot RT
GPFORPR,XR Foot RT
GPFORS,XR Foot RT
GPRAUL,XR Forearm LT
GPRAULPR,XR Forearm LT
GPRAUR,XR Forearm RT
GPRAURPR,XR Forearm RT
GPHAB,XR Hand BILAT
GPACJOW,XR Acromioclavicular Joints BILAT
GPA-COD,XR Acromioclavicular Joints BILAT
GPHAL,XR Hand LT
GPHALPR,XR Hand LT
GPHAR,XR Hand RT
GPHARPR,XR Hand RT
GPHIB,XR Hip BILAT
GPHIL,XR Hip LT
GPHILP,XR Hip LT
GPHILPR,XR Hip LT
GPHIR,XR Hip RT
GPHIRP,XR Hip RT
GPHIRPR,XR Hip RT
GPHUL,XR Humerus LT
GPHULPR,XR Humerus LT
GPHUR,XR Humerus RT
GPHURPR,XR Humerus RT
GPFLIE,XR Imported Digital Study
GPRADIE,XR Imported Digital Study
GPANB,XR Ankle BILAT
GPKNB,XR Knee BILAT
GPKNL,XR Knee LT
GPKNLP,XR Knee LT
GPKNLPR,XR Knee LT
GPKNR,XR Knee RT
GPKNRP,XR Knee RT
GPKNRPR,XR Knee RT
GPBIRE,XR KUB
GPKUB,XR KUB
GPTOK,XR KUB
GPLEL,XR Leg Length BILAT
GPMAN,XR Mandible
GPANL,XR Ankle LT
GPANLPR,XR Ankle LT
GPNAB,XR Nasal Bones
GPOR,XR Orbits
GPORFB,XR Orbits
GPORPMRI,XR Orbits Pre-MRI
GPDEFS,XR Orthopantomogram
GPDESF,XR Orthopantomogram
GPORT,XR Orthopantomogram
GPPAB,XR Patella BILAT
GPPABO,XR Patella BILAT
GPPAL,XR Patella LT
GPPALO,XR Patella LT
GPPAR,XR Patella RT
GPPARO,XR Patella RT
GPPE,XR Pelvis
GPPEP,XR Pelvis
GPPEHL,XR Pelvis and Hip LT
BDBDOP,
BDC-PR,
CCLHCDLR,IR HEART CATHETERIZATION
CCLPCIHCLR,
CT*CAE,
CT*CAN,
CT*CAWS,
CT*CCSEH,
CT*CCSNH,
CT*CCSWSH,
CT*CCWSH,
CTA/BOC,
CTABND,
CTANABPD,
CTANPEAAC,
CTBITH,
CTCHTI,
CTC-PR,
CTCTIPOH,
CTCTOP,
CTCYA,
CTEN,
CTFAICMA,
CTFAICSA,
CTFAIMA,
CTFAISA,
CTHECESP,
CTHESTC,
CTHESTD,
CTIACPSC,
CTI-BOSO,
CTI-HESO,
CTINIVD,
CTINIVDP,
CTINSF,
CTINSFWCB,
CTJOI,
CTJOITA,
CTNEBS,
CTNERI,
CTPEADO,
CTPEGI,
CTPUE,
CTQB120,
CTQB60,
CTQS120,
CTQW10,
CTRAA,
CTRAAO,
CTREO,
CTTUCP,
ECHOTEE,
ECHOTEEONC,
ECHOUNP,
GENCTAN,
GENCTANB,
GENCTANE,
GENCTANH,
GENCTBO,
GENCTEX,
GENCTEXL,
GENCTEXU,
GENCTHE,
GENCTPE,
GENCTSP,
GENGPEX,
GENGPJ,
GENMPBR,
GENMRAN,
GENMRANB,
GENMRANE,
GENMRANEC,
GENMRANH,
GENMRBO,
GENMREX,
GENMREXC,
GENMREXL,
GENMREXU,
GENMRHE,
GENMRPE,
GENMRSP,
GENNMBO,
GENNMHE,
GENSPAN,
GENSPBO,
GENSPEX,
GENSPEXL,
GENSPEXU,
GENSPHE,
GENSPSP,
GENUSBO,
GENUSDO,
GENUSDOEL,
GENUSDOEU,
GENUSEX,
GENUSEXL,
GENUSEXU,
GENUSHE,
GENUSPE,
GENUSSP,
GPA/ORT,
GPAASJ,
GPACO,
GPAERCPSS,
GPANPLA,
GPARPMR,
GPBIBRR,
GPBRL,
GPBRR,
GPBRTSL,
GPBRTSR,
GPCAIPICC,
GPCHDO,
GPCHTICH,
GPCVPLI,
GPDIO,
GPDRIR,
GPENTI,
GPENTIC,
GPERCP,
GPERCPNC,
GPFAIAS,
GPFAICMA,
GPFAILMA,
GPFAILSA,
GPFAIMA,
GPFAIR,
GPFAIS,
GPFAISA,
GPFAISSAO,
GPFIWLR,
GPFLLELFB,
GPFLLERFB,
GPFLNGT,
GPFLUELFB,
GPFLUERFB,
GPGA,
GPGANFR,
GPGAUF,
GPGITCS,
GPGJTI,
GPHDR,
GPHE,
GPHIAL,
GPHIAR,
GPI/NEBS,
GPI-COS,
GPI-ERCP,
GPIGP,
GPI-JOA,
GPINIVD,
GPINJOU,
GPINUF,
GPINUFR,
GPJOA,
GPJOALEL,
GPJOALER,
GPJOATA,
GPJOAUEL,
GPJOAUER,
GPJOAUEXL,
GPJOAUEXR,
GPJOI,
GPJOIB,
GPJOIS,
GPJOISO,
GPJOITA,
GPKNLAV,
GPKNRAV,
GPNEA,
GPNEBLMA,
GPNEBLSA,
GPNEBO,
GPNEBR,
GPNEBS,
GPNEBSMAO,
GPNEBSSAO,
GPNEBSYL,
GPNGTIR,
GPPEAD,
GPPEBD,
GPPECA,
GPPEFCH,
GPPENB,
GPPENEB,
GPPENEL,
GPPENER,
GPPENL,
GPPENR,
GPPETC,
GPPICCR,
GPPOF,
GPPOFCH,
GPQCAC,
GPQCAN,
GPQDAC,
GPQDAN,
GPQFAC,
GPQFAN,
GPRAA,
GPRAC,
GPRACNB,
GPSTDG,
GPSTDH,
GPSTDV,
GPSTEVARR,
GPTEP,
GPTUC,
GPTUCA,
GPTUCNB,
GPTUCNL,
GPTUCNR,
GPTUCO,
GPTUPCZ,
GPTUR,
GPTURFL,
GPUSGUPA,
GPVEB,
GPWRLAV,
GPWRLGV,
GPWRRAV,
GPWRRGV,
MPBIBL6O,MG Stereo Core Biopsy LT
MPBIBR6O,MG Stereo Core Biopsy RT
MPBIBRL6,
MPBIBRR6,
MPBRTS,
MPBRTSAV,
MPMABII,
MPOSWP,
MPQCBT,
MPSP,
MR*CAE,
MR*CAWS,
MR*CCSEH,
MR*CCSNH,
MR*CCSWSH,
MRA/SP,
MRCHAC,
MRELJB,
MRHENC,
MRSHJB,
MRUNP,
MRWRJB,
NCA-ETT,
NCA-NMS,
NCETTD,
NCETTM,
NCETTP,
NCI-ETT,
NCI-NMS,
NCMP,
NCMPDO,
NCMPDRGS,
NCMPEO,
NCMPERGS,
NCMPPO,
NCMPPRGS,
NCMPRO,
NCMPRON,
NCMPTDRS,
NCMPTPRS,
NCMPTRPS,
NCMPTRRS,
NCMPTSRS,
NCNCOP,
NCOT,
NCRA,
NCRAA,
NCRAAF,
NCRAARS,
NCRAARSF,
NCRAAS,
NCSHC,
NM*CAE,
NM*CAWS,
NMBLVD,
NMBR,
NMI-OH,
NMLI,
NMLU,
NMLUP,
NMMP,
NMNMOP,
NMNMPCNB,
NMQA,
NMQB,
NMQM,
NMQP,
NMQQ,
NMQW,
NMRA,
NMRE,
NMTH,
NMTX,
NPRADRAAFH,
RAD*CAE,
RAD*CAN,
RAD*CAWS,
RAD*CCSEH,
RAD*CCSNH,
RAD*CCSWSH,
RADS*CAE,
RADS*CAN,
RADS*CAWS,
RADS*CCSEH,
RADS*CCSNH,
RADSPRTB,
RADSQFAC,
RADSQFAN,
RADZTUPC,
SPA-ERCP,
SPANAOACBS,
SPANAOACRS,
SPANFEP,
SPANFEPO,
SPANNEC,
SPANP,
SPANPLA,
SPAT,
SPBIBRLNC,
SPBIBRRNC,
SPBILIT,
SPBIPAG,
SPBRBI,
SPBREB,
SPBRELU,
SPBRERU,
SPCACA,
SPCADR,
SPCADRM,
SPCAIA,
SPCAIPC,
SPCAIPI,
SPCAIS,
SPCAIT,
SPCARPC,
SPCAWS,
SPCHE,
SPCHTICH,
SPCHTIO,
SPCTI,
SPCVPLI,
SPDOUPEAL,
SPENTI,
SPEXUL,
SPEXUR,
SPFAISMAO,
SPGITCS,
SPGITI,
SPHDR,
SPICAIPICC,
SPI-GITI,
SPI-GJTI,
SPILDR,
SPINFCMF,
SPINFCSF,
SPINFSM,
SPINFSS,
SPINUFR,
SPJOALEL,
SPJOALER,
SPJOATA,
SPJOAUEL,
SPJOAUER,
SPJOI,
SPLDR,
SPNE,
SPNEA,
SPNEBCMA,
SPNEBCSA,
SPNEBLMA,
SPNEBLS,
SPNEBLSA,
SPNEBSMAO,
SPNEBSSAO,
SPNEBSYL,
SPNEBTSA,
SPNGTIR,
SPNGTIS,
SPNJTIR,
SPPAD,
SPPEACI,
SPPEAD,
SPPEADO,
SPPEADS,
SPPEBD,
SPPEBDS,
SPPEC,
SPPECA,
SPPENB,
SPPENL,
SPPENR,
SPPESD,
SPPETC,
SPPICC,
SPPSTI,
SPRAA,
SPRAAO,
SPRAASL,
SPRACCP,
SPRES,
SPRTD,
SPSTGIA,
SPSTREO,
SPSTRS,
SPSTSB,
SPSTUL,
SPSTUO,
SPSTUR,
SPSTVO,
SPTEPCH,
SPTHDVT,
SPTHSA,
SPTUC,
SPTUCA,
SPTUCAO,
SPTUCB,
SPTUCGJ,
SPTUCNB,
SPTUCNL,
SPTUCNR,
SPTUIG,
SPTUIGJ,
SPTUM,
SPTUMA,
SPTUPC,
SPTUR,
SPUSJOILER,
SPUSJOIUER,
US*CAE,
US*CAN,
US*CAWS,
US*CCSEH,
US*CCSNH,
US*CCSWSH,
USA-BIBRO,
USA-ECD,
USAMR,
USASBCL,
USASBCR,
USASBRA,
USASCY,
USASFL,
USASJOS,
USASLEL,
USASLER,
USASUEL,
USASUER,
USBBBFNABO,
USBBBFNALO,
USBBBFNARO,
USBBIBB5UO,
USBBIBR6OO,
USBBIBRBB,
USBBIBRBBO,
USBBIBRFNA,
USBBIBRL5O,
USBBIBRL6O,
USBBIBRR5U,
USBIBRB1-5,
USBIBRL,
USBIBRL1-5,
USBIBRL610,
USBIBRLA,
USBIBRR,
USBIBRR1-5,
USBIBRR610,
USBIBRRA,
USBIGUCY,
USBINSF,
USBIPET,
USBIRE,
USBRASC,
USBUSBOP,
USBUSE,
USCAIPICC,
USCHTI,
USCON,
USDODVTRB,
USDODVTRL,
USDODVTRR,
USDOOB,
USDOPOBAL,
USDOPOBAR,
USDOPRBAL,
USDOPRBAR,
USDOSC,
USDOUMCC,
USDRTI,
USECD,
USECDR,
USECDS,
USFIWLU,
USGUPICC,
USINOR,
USJOA,
USJOI,
USJOITA,
USOBUNTA,
USPECTIA,
USPEFDA,
USPEFDAP,
USPEFDO,
USPENB,
USPENL,
USPENR,
USPERI,
USPRTB,
USPSC,
USPSTI,
USRECP,
USRENOB,
USREO,
USTEE,
USTEEC,
USTURU,
USUSOP,
,
NMHEAP,NM Hepatic Arterial Perfusion
RADSASP,IR Aspiration
NMREGLUCO,NM Renal Gluco
NMREGLUCOS,NM Renal Gluco
NMREGLUCOV,NM Renal Gluco
RADSEPBP,IR Block Epidural Lumbar
NMRES,NM Renal 
RADSTUAIE,CT Ablation Other
RADCHANP,XR Portable-Nursery� �
A/BO,CT Attempted Exam
A/HE,CT Attempted Exam
AAC,CT ANGIO CHEST ABDOMEN w/wo Contrast
AB,CT Abdomen w/o Contrast
ABC,CT Abdomen with Contrast
ABD,CT Abdomen wo/w Contrast
ABDL,US Pelvis
ABM,XR Abdomen Multiview
ABOS,
ABP,CT Abdomen Pelvis w/o Contrast
ABPC,CT Abdomen Pelvis with Contrast
ABPD,CT Abdomen Pelvis wo/w Contrast
ABPE,US Abdomen and Pelvis
ABPP,
ABPRC,CT KUB w/o Contrast
ABPRCD,CT IVP wo/w Contrast
ABS,XR Abdomen Single View
ACJ,
ACJB,XR Acromioclavicular Joints BILAT
ACJBWB,
ACJL,XR Acromioclavicular Joint LT
ACJLWB,
ACJLWBOLD,
ACJR,XR Acromioclavicular Joint RT
ACJRWB,
ACJRWBOLD,
ACJW,XR Acromioclavicular Joints BILAT
AM,
AMR,
ANABDP,
ANABPC,CT Angio Abdo Pelvis Lower Ext with Cont
ANABPD,CT Angio abdomen Pelvis w/wo contrast
ANABPEC,CT Angio Abdomen Pelvis with Cont
ANABPO,CT Angio Abdo Pelvis Lower Ext with Cont
ANB,XR Ankle BILAT
ANCEC,CT Angio Head with Contrast
ANCED,CT Angio Head wo/w Contrast
ANL,XR Ankle LT
ANLSV,XR Joint Stress
ANNEC,CT Angio Neck with Contrast
ANNECC,CT Angio Head Neck with Contrast
ANNECD,CT Angio Head Neck wo/w Contrast
ANPEC,CT Angio Lower Extremity BILAT
ANR,XR Ankle RT
ANRSV,XR Joint Stress
ANTHAC,CT Angio Chest Abdomen with Contrast
ANTHAD,CT Angio Chest wo/w Contrast
ANTHAPC,CT Angio Chest Abdomen Pelvis with Cont
ANTHC,CT Angio Chest with Contrast
ANTHD,CT Angio Chest wo/w Contrast
ANTHLVC,CT Leg Venogram BILAT
APC,CT Abdomen Pelvis with Contrast
APPT.,
APT,
APTOLD,
APT-US,
ARANL,IR Arthrogram Ankle
ARANLO,
ARANR,IR Arthrogram Ankle
ARANRO,
ARELL,IR Arthrogram Elbow
ARELLO,
ARELR,IR Arthrogram Elbow
ARELRO,
ARHI,IR Arthrogram Hip
ARHIL,IR Arthrogram Hip
ARHILO,
ARHIR,IR Arthrogram Hip
ARHIRO,
ARKNL,IR Arthrogram Knee
ARKNLO,
ARKNR,IR Arthrogram Knee
ARKNRO,
ARSHL,IR.331
ARSHLO,
ARSHR,IR.331
ARSHRO,
ARWRL,IR Arthrogram Wrist
ARWRLO,
ARWRR,IR Arthrogram Wrist
ARWRRO,
ASABC,US Drainage Abdomen Cyst
ASABF,US Drainage Abdomen Abscess
ASBRC,US Breast FNA
ASCY,US Aspiration
ASFL,US Aspiration
ASPFN,
ASPFNOLD,
AVC,
AVL,XR Lower Extremity Special Views
AVU,XR Upper Extremity Special Views
BAS,
BASMOD,
BASP,
BASPOLD,
BDUL,MG Galactogram LT
BDUR,MG Galactogram RT
BI,CT Biopsy
BIAB,CT Biopsy Abdomen
BIABP,
BIBO,CT Biopsy Bone
BIBR,US Biopsy Breast Core
BIGL,
BIGR,
BILI,CT Biopsy Liver
BILUN,CT Biopsy Chest
BILYN,CT Biopsy Lymph Node
BINE,US Biopsy Lymph Node Neck
BIO/US,US Biopsy Other
BIOSP,MG Breast Specimen
BIPA,CT Biopsy Abdomen
BIPE,CT Biopsy Pelvis
BIREN,
BIRER,
BISP,
BITH,US Aspiration Thyroid
BLBIO,US Biopsy Breast Core
BOA,XR Bone Age
BR,US Brain
BRA,US Brain
BRAV,
BRB,
BRBI,US Breast and/or Axilla BILAT
BRBIO,US Biopsy Breast Core RT
BRE,
BREOS,
BREOSOLD,
BRER,
BRFNA,
BRFNB,
BRL,US Breast and/or Axilla LT
BRR,US Breast and/or Axilla RT
BRTS,
BRU,
CAB,XR Calcaneus BILAT
CADR,CT Drainage
CAL,XR Calcaneus LT
CAR,CALCANEUS-RT
CE,
CES,CT Spine Cervical w/o Contrast
CESC,CT Neck Chest w/o Contrast
CESCA,CT Neck Chest Abdomen w/o Contrast
CESCAC,CT Neck Chest Abdomen with Contrast
CESCAPC,CT C-Spine Chest Abdomen PelvisContrast
CESFEL,XR C-Spine Flex/Exten Lat
CEST,CT Spine Cervical w/o Contrast
CESTV,CT Spine Cervical w/o Contrast
CH,CT Chest w/o Contrast
CHP,XR Chest
CHPOLD,
CHAB,CT Chest Abdomen w/o Contrast
CHAC,CT Chest Abdomen with Contrast
CHAD,CT Chest Abdomen wo/w Contrast
CHAP,CT Chest Abdomen Pelvis w/o Contrast
CHAPC,CT Chest Abdomen Pelvis with Contrast
CHAPD,CT Chest Abdomen Pelvis wo/w Contrast
CHAS,CT Chest Abdomen w/o Contrast
CHAV,XR Chest Added View
CHAVP,XR Chest Added View peds
CHAVPOLD,
CHC,CT Chest with Contrast
CHD,CT Chest wo/w Contrast
CHDP,
CHF,RF Chest
CHFCI,IR Chest Tube Insertion
CHFTP,XR Chest feeding tube placement
CHI,IR Tube Check
CHIE,XR Chest Inspiration Expiration
CHIEL,XR Chest Insp/Exp & Lat
CHIELP,XR Chest Insp/Exp & Lat peds
CHIEP,
CHIEPOLD,
CHO,IR Cholangiogram
CHPC,CT Chest with Contrast
CHS,CT Chest w/o Contrast
CHSC,CT Chest with Contrast
CIP,
CLB,XR Clavicle BILAT
CLL,XR Clavicle LT
CLR,XR Clavicle RT
COD,RF Colon Double Contrast
CODOLD,
CODP,RF Colon Double Contrast
CODPOLD,
CODPOLDOLD,
COHG,RF Colon Single Contrast
COS,RF Colon Single Contrast
COSOLD,RF Colon Single Contrast
COSP,RF Colon Single Contrast
COSPOLD,
COSPOLDOLD,
CPB,
CPL,
CPLOLD,
CPR,
CTC,XR Chest TB
CTS,XR Colon Transit Study
CVL,MG Mammogram Diagnostic LT
CVR,MG Mammogram Diagnostic RT
CY,RF Cystogram
CYA,CT Aspiration
CYP,
DA,
DEFS,
DESF,
DIA,
DIAO,
DIAOLD,
DIAOOLD,
DIO,
DIR,
DOAB,
DOABA,
DOABV,
DOCAB,US Carotid Doppler
DOCAVB,
DOCAVBOLD,
DOCHA,
DOCHV,
DOENSL,
DOENSR,
DOLECHO,EC Echo and Doppler
DOLOEAB,
DOLOEAL,
DOLOEAR,
DOLOEVB,US Extremity Lower and Ven Doppler BILAT
DOLOEVL,US Extremity Lower and Ven Doppler LT
DOLOEVLOLD,US Extremity Lower and Ven Doppler LT
DOLOEVR,US Extremity Lower and Ven Doppler RT
DOLOEVROLD,US Extremity Lower and Ven Doppler RT
DOOB,
DOPEA,
DOPEV,
DORET,
DOSUV,US Jugular and or Subclavian Veins
DOUPEAB,
DOUPEAL,
DOUPEAR,
DOUPEVB,US Extremity Upper and Ven Doppler BILAT
DOUPEVL,US Extremity Upper and Ven Doppler LT
DOUPEVR,US Extremity Upper and Ven Doppler RT
DYR,
ECHO,EC Echo
ELB,XR Elbow BILAT
ELL,XR Elbow LT
ELR,XR Elbow RT
EN,CT Enterography with Contrast
ENDOV,US Endovagingal Only
ERCP,
ERCPOLD,
ES,RF Esophagram
ESI,CT Epidural Lumbar
ESM,
ESMOLD,
EX,
EXB,US Extremity Lower BILAT
EXL,US Extremity Lower LT
EXLB,CT Lower Extremity
EXLBC,CT Lower Extremity
EXLL,CT Lower Extremity
EXLLC,CT Lower Extremity
EXLLTA,CT Extremity Lower Lt 2 areas
EXLLTV,CT Extremity Lower Lt 2 views
EXLR,CT Lower Extremity
EXLRC,CT Lower Extremity
EXLRTA,CT Extremity Lower Rt 2 areas contast
EXLRTV,CT Extremity Lower Rt 2 Views
EXLTRA,
EXR,US Extremities RT
EXT,
EXUB,CT Upper Extremity
EXUBC,CT Upper Extremity
EXUL,CT Upper Extremity
EXULC,CT Upper Extremity
EXULTV,CT Extremity Upper Lt 2 Views
EXUR,CT Upper Extremity
EXURC,CT Upper Extremity
EXURTV,CT Extremity Upper Rt 2 Views
FAB,CT Facial Bones w/o Contrast
FABC,CT Facial Bones with Contrast
FABO,CT Facial Bones w/o Contrast
FABOC,CT Facial Bones with Contrast
FABTV,CT Facial Bones w/o Contrast
FABTVC,CT Facial Bones with Contrast
FAI,RF Facet Joint with Injection Single
FAIA,
FAIMA,CT Block Nerve/Facet Lumbar Multi
FAISA,CT Block Nerve/Facet Lumbar Single
FEB,XR Femur BILAT
FEL,XR Femur LT
FER,XR Femur RT
FIIL,
FIIR,
FILL,
FILM,XR Imported Film Study
FILMS,XR Imported Film Study
FILR,
FIML,
FIMR,
FINT,XR Imported Film Study
FIRL,
FIRR,
FL,RF Fluoro only by Radiologist
FLCL,RF Lower Extremity
FLCU,IR Biopsy Upper Extremity
FLNGT,RF Fluoro NG Tube
FLOR,RF Abdomen
FLOURSP,RF Spine 
FLUORO,RF Chest
FOB,XR Foot BILAT
FOL,XR Foot LT
FOR,XR Foot RT
FORL,XR Forearm LT
FORR,XR Forearm RT
FWB,MG Fine Wire Localization BILAT
FWL,MG Fine Wire Localization LT
FWR,MG Fine Wire Localization RT
GA,
GAFT,RF Small Bowel Follow Through
GAL,
GLUC,XR Glucagon Study
HAB,XR Hand BILAT
HAL,XR Hand LT
HAR,XR Hand RT
HE,CT Head w/o Contrast
HEC,CT Head with Contrast
HECESP,CT Head Neck w/o Contrast
HED,CT Head wo/w Contrast
HEFB,CT Head 2 Areas w/o Contrast
HEFBC,CT Head 2 Areas with Contrast
HEIAC,CT Head 2 Areas w/o Contrast
HEIACC,CT Head 2 Areas with Contrast
HEO,CT Head 2 Areas w/o Contrast
HEOC,CT Head 2 Areas with Contrast
HEPS,CT Head 2 Areas w/o Contrast
HEPSC,CT Head 2 Areas with Contrast
HESC,CT Sella Turcica with Contrast
HETV,CT Sella Turcica with Contrast
HETVC,CT Head 2 Areas with Contrast
HIB,
HIL,XR Hip LT
HILP,
HILPE,XR Pelvis and Hip LT
HILPOLD,
HIPL,RF Hip Fixation LT
HIPR,RF Hip Fixation RT
HIR,XR Hip RT
HIRP,XR Pelvis and Hip RT
HIRPE,XR Pelvis and Hip RT
HIRPOLD,XR Pelvis and Hip RT
HUB,XR Humerus BILAT
HUL,XR Humerus LT
HUR,XR Humerus RT
HY,RF Hysterosalpingogram
HYD,
HYPODUO,RF Duodenography Hypotonic
I/BOSO,CT Scanogram
I/HESO,CT Scanogram
IAC,CT Internal Auditory Canal w/o Contrast
IACC,CT Internal Auditory Canal with Contrast
IACTV,CT Internal Auditory Canal 2 views
IACTVC,CT Internal Auditory Canal with Contrast
IL,
IUDL,US Pelvis
IVC,
IVP,XR Intravenous Pyelogram
IVPP,XR Intravenous Pyelogram
IVPPOLD,
IVPSS,
JOI,CT Sella Turcica w/o Contrast
JTI,IR Cholangiogram
KNB,XR Knee BILAT
KNB(STAND),"XR Knees Bil Standing, skyline, lat"
KNL,XR Knee LT
KNL(STAND),"XR Knees Lt Standing, skyline, lat"
KNLAV,XR CJ Knee/Add Views RT
KNR,XR Knee RT
KNR(STAND),"XR Knees Rt Standing, skyline, lat"
KNRAV,XR CJ Knee/Add Views LT
KNROLD,XR Knee RT
KUB,XR KUB
LA,
LEL,CT Leg Lengths
LES,XR Legs Standing
L-FLO,IR Biopsy Chest
LNRB,IR Block Lumbar Root/Facet Single LT
LOELAV,XR Lower Extremity Special Views
LOERAV,XR Lower Extremity Special Views
LSB,IR Block Nerve Sympath Lumbar
LUP,RF Lumbar Puncture
LUS,CT Spine Lumbar w/o Contrast
LUSC,CT Spine Lumbar with Contrast
LUSD,CT Spine Lumbar wo/w Contrast
LUSP,CT Spine Lumbar w/o Contrast
MA,XR Mastoids
MABI,MG Mammogram Diagnostic BILAT
MAL,MG Mammogram Diagnostic LT
MAN,XR Mandible
MAR,MG Mammogram Diagnostic RT
MAV,MG Additional Views
MES,
MGL,MG Mammogram Diagnostic LT
MGR,MG Mammogram Diagnostic RT
MYC,
MYCE,RF Myelogram Cervical
MYLU,RF Myelogram Lumbar
MYSA,
MYTH,
NAAL,XR Soft Tissue Neck/Nasopharynx
NAALOLD,XR Soft Tissue Neck/Nasopharynx
NAB,XR Nasal Bones
NAL,XR Soft Tissue Neck/Nasopharynx
NE,CT Neck w/o Contrast
NEA,XR Needle aspiration
NEB,RF Block Nerve/Facet
NEBAI,RF Nerve Block Added Injection
NEBS,CT Block Nerve/Facet Lumbar Multi
NEC,CT Neck with Contrast
NECA,CT Neck Chest Abdomen w/o Contrast
NECAC,CT Neck Chest Abdomen with Contrast
NECAP,CT Soft Tissue Neck Chest Abdomen Pelvis w/o Contrast
NECAPC,CT Neck Chest Abdomen Pelvis with Con
NECH,CT Neck Chest w/o Contrast
NECHC,CT Neck Chest with Contrast
NED,CT Neck wo/w Contrast
NEDC,CT Neck wo/w Contrast
NEL,
NEOLD,
NER,
NERI,CT Nerve Root Injection
NEST,
NESTAPL,
NESTAPLOLD,
NESTL,
NESTLOLD,
NESTOLD,
NSA,
OBA,US OB > 14 Limited Multiple
OBAOLD,
OBO,US OB > 14 Detailed Singleton
OBU,US OB < 14 Singleton
OGB,
OPF,
OR,
ORB,CT Orbits w/o Contrast
ORB-MRI,XR Orbits Pre-MRI
ORFB,
ORFBL,
ORT,
ORTV,CT Orbits w/o Contrast
ORTVC,CT Orbits with Contrast
OUTPT,XR Outpatient Xray Appointment
OUTPTOLD,
PA,
PAG,US Salivary Gland
PAL,XR Patella LT
PAR,XR Patella RT
PAS,XR Sinuses
PASTV,CT Paranasal Sinuses w/o Contrast
PASTVC,CT Paranasal Sinuses with Contrast
PCI,IR Venous Portacath Insertion
PE,CT Pelvis w/o Contrast
PEAD,
PEADO,
PEAV,
PEC,CT Pelvis with Contrast
PEE,
PEFD,
PEG/PGJ,IR Gastrojejunal Jejunal Tube Change
PEGI,CT Percut Guidewire Insertion
PEHB,XR Pelvis and Hips BILAT
PEHBOLD,
PEHL,XR Pelvis and Hip LT
PEHR,XR Pelvis and Hip RT
PEIUD,
PEL,
PERABD,
PERBID,
PERCARD,EC Echo
PERI,
PETC,RF Cholangiogram Percutaneous Transhepatic
PETV,CT Pelvis wo/w Contrast
PNURS,
POR,
PORT,XR Portable Xray
PORT-NUR,XR Portable-Nursery                   
PORT-OR,XR Portable-OR
PRT,
PUE,CT Angio Chest with Contrast
RADCAL,
RAD/FLUORO,RF Fluoro only by Radiologist
RAUB,XR Forearm BILAT
RAUL,XR Forearm LT
RAUR,XR Forearm RT
RE,CT Abdomen w/o Contrast
REBP,
REBPOLD,
REC,CT Abdomen with Contrast
REP,US Renal and Pelvis
REPB,RF Pyelogram Retrograde BILAT
REPL,RF Pyelogram Retrograde LT
REPR,RF Pyelogram Retrograde RT
REU,IR Urethrogram
RIB,XR Ribs BILAT
RIL,XR Ribs LT
RIR,XR Ribs RT
SA,CT Sacrum w/o Contrast
SAC,XR Sacrum and/or Coccyx
SAG,XR Salivary Glands
SAJ,CT Sacroiliac Joints w/o Contrast
SC,US Scrotum +/- Doppler
SCAL,XR Scapula LT
SCAR,XR Scapula RT
SCJ,XR Sternoclavicular Joints
SCL,XR Scaphoid LT
SCO,
SCOL,XR Scoliosis Series
SCR,XR Scaphoid RT
SE,CT Sella Turcica w/o Contrast
SEC,CT Sella Turcica with Contrast
SET,XR Skull
SETVC,CT Sella Turcica with Contrast
SHB,XR Shoulder BILAT
SHL,XR Shoulder LT
SHR,XR Shoulder RT
SIA,RF Sialogram
SIN,XR Sinuses
SINO,CT Sinogram
SINOG,IR Sinogram or Fistulogram
SINPA,
SINPAOLD,
SINU,
SINUS,XR Sinuses
SK,XR Skull
